Altitude [ft],Latitude,Longitude,Altitude [km],Altitude [Pa],H2O [kg],H2 [kg],NO [kg]
110500.0,68.5,-168.5,33.6804,677.0109,336893630.0,6238.2656,3848558.0
110500.0,68.5,-167.5,33.6804,677.0109,31042774.0,574.81964,354622.1
110500.0,69.5,-167.5,33.6804,677.0109,368844900.0,6829.908,4213558.5
110500.0,70.5,-167.5,33.6804,677.0109,369770980.0,6847.056,4224138.0
110500.0,71.5,-167.5,33.6804,677.0109,370715420.0,6864.545,4234927.0
110500.0,72.5,-167.5,33.6804,677.0109,371679840.0,6882.403,4245944.0
110500.0,73.5,-167.5,33.6804,677.0109,372666100.0,6900.6655,4257211.0
110500.0,74.5,-167.5,33.6804,677.0109,373676800.0,6919.3804,4268756.5
110500.0,75.5,-167.5,33.6804,677.0109,70837384.0,1311.6971,809222.2
110500.0,75.5,-166.5,33.6804,677.0109,303878370.0,5626.9214,3471402.8
110500.0,76.5,-166.5,33.6804,677.0109,375787260.0,6958.46,4292866.0
110500.0,77.5,-166.5,33.6804,677.0109,376896500.0,6979.0,4305537.5
110500.0,78.5,-166.5,33.6804,677.0109,234319440.0,4338.8975,2676785.5
110500.0,78.5,-165.5,33.6804,677.0109,143733700.0,2661.5195,1641964.8
110500.0,79.5,-165.5,33.6804,677.0109,379270370.0,7022.9565,4332655.5
110500.0,80.5,-165.5,33.6804,677.0109,295419000.0,5470.2793,3374766.0
110500.0,80.5,-164.5,33.6804,677.0109,85149380.0,1576.7126,972717.5
110500.0,81.5,-164.5,33.6804,677.0109,381979420.0,7073.1206,4363603.0
110500.0,82.5,-164.5,33.6804,677.0109,97357640.0,1802.7733,1112180.6
110500.0,82.5,-163.5,33.6804,677.0109,286203460.0,5299.635,3269490.8
110500.0,83.5,-163.5,33.6804,677.0109,126740490.0,2346.8562,1447840.2
110500.0,83.5,-162.5,33.6804,677.0109,259497220.0,4805.1147,2964407.8
110500.0,84.5,-162.5,33.6804,677.0109,56006820.0,1037.0793,639802.8
110500.0,84.5,-161.5,33.6804,677.0109,248656220.0,4604.372,2840564.2
110500.0,84.5,-160.5,33.6804,677.0109,83884760.0,1553.2958,958271.0
110500.0,85.5,-160.5,33.6804,677.0109,51703996.0,957.4039,590648.9
111500.0,-26.5,158.5,33.9852,647.5179,14254262.0,263.94644,162835.84
111500.0,37.5,174.5,33.9852,647.5179,350347300.0,6487.387,4002248.2
111500.0,38.5,174.5,33.9852,647.5179,357404100.0,6618.058,4082862.5
111500.0,39.5,174.5,33.9852,647.5179,197228350.0,3652.081,2253069.5
111500.0,39.5,175.5,33.9852,647.5179,161195250.0,2984.8557,1841439.8
111500.0,40.5,175.5,33.9852,647.5179,359474430.0,6656.395,4106513.8
111500.0,41.5,175.5,33.9852,647.5179,360557700.0,6676.454,4118888.5
111500.0,42.5,175.5,33.9852,647.5179,145428420.0,2692.9006,1661324.8
111500.0,42.5,176.5,33.9852,647.5179,216245970.0,4004.2307,2470320.2
111500.0,43.5,176.5,33.9852,647.5179,362832320.0,6718.573,4144873.0
111500.0,44.5,176.5,33.9852,647.5179,364028300.0,6740.7183,4158535.0
111500.0,45.5,176.5,33.9852,647.5179,3346137.0,61.960484,38225.13
111500.0,45.5,177.5,33.9852,647.5179,361925540.0,6701.782,4134514.2
111500.0,46.5,177.5,33.9852,647.5179,366562720.0,6787.649,4187487.8
111500.0,47.5,177.5,33.9852,647.5179,143650000.0,2659.97,1641008.8
111500.0,47.5,178.5,33.9852,647.5179,224258600.0,4152.6006,2561853.8
111500.0,48.5,178.5,33.9852,647.5179,369313150.0,6838.579,4218908.0
111500.0,49.5,178.5,33.9852,647.5179,210304640.0,3894.2148,2402448.5
111500.0,49.5,179.5,33.9852,647.5179,160478660.0,2971.5864,1833253.5
111500.0,50.5,179.5,33.9852,647.5179,372324900.0,6894.3467,4253312.5
111500.0,51.5,-179.5,33.9852,647.5179,165187710.0,3058.7842,1887048.2
111500.0,51.5,179.5,33.9852,647.5179,208759540.0,3865.6042,2384798.0
111500.0,52.5,-179.5,33.9852,647.5179,375656500.0,6956.0386,4291372.0
111500.0,53.5,-179.5,33.9852,647.5179,144069870.0,2667.7446,1645805.2
111500.0,53.5,-178.5,33.9852,647.5179,233398190.0,4321.839,2666261.5
111500.0,54.5,-178.5,33.9852,647.5179,379387840.0,7025.132,4333997.5
111500.0,55.5,-178.5,33.9852,647.5179,20763016.0,384.46918,237189.64
111500.0,55.5,-177.5,33.9852,647.5179,360671520.0,6678.561,4120188.5
111500.0,56.5,-177.5,33.9852,647.5179,226374910.0,4191.7886,2586030.0
111500.0,56.5,-176.5,33.9852,647.5179,157249740.0,2911.7964,1796367.5
111500.0,57.5,-176.5,33.9852,647.5179,385976200.0,7147.129,4409261.0
111500.0,58.5,-176.5,33.9852,647.5179,1745813.6,32.327263,19943.58
111500.0,58.5,-175.5,33.9852,647.5179,386770880.0,7161.8438,4418339.0
111500.0,59.5,-175.5,33.9852,647.5179,120135450.0,2224.5503,1372386.5
111500.0,59.5,-174.5,33.9852,647.5179,270629220.0,5011.2466,3091576.2
111500.0,60.5,-174.5,33.9852,647.5179,200878560.0,3719.672,2294768.2
111500.0,60.5,-173.5,33.9852,647.5179,192572850.0,3565.8752,2199886.8
111500.0,61.5,-173.5,33.9852,647.5179,247755120.0,4587.6865,2830270.2
111500.0,61.5,-172.5,33.9852,647.5179,149059170.0,2760.1316,1702801.2
111500.0,62.5,-172.5,33.9852,647.5179,263153020.0,4872.8096,3006170.8
111500.0,62.5,-171.5,33.9852,647.5179,22373556.0,414.29156,255587.89
112500.0,-26.5,158.5,34.29,619.4096,15727318.0,291.22305,179663.52
112500.0,-25.5,158.5,34.29,619.4096,3433171.2,63.572098,39219.38
112500.0,19.5,169.5,34.29,619.4096,179482480.0,3323.4805,2050346.8
112500.0,20.5,169.5,34.29,619.4096,363967800.0,6739.5986,4157844.2
112500.0,21.5,169.5,34.29,619.4096,31152020.0,576.8425,355870.06
112500.0,21.5,170.5,34.29,619.4096,311944830.0,5776.2886,3563551.8
112500.0,22.5,170.5,34.29,619.4096,343830240.0,6366.711,3927799.5
112500.0,23.5,170.5,34.29,619.4096,344572030.0,6380.447,3936273.5
112500.0,24.5,170.5,34.29,619.4096,345324060.0,6394.3726,3944864.8
112500.0,25.5,170.5,34.29,619.4096,125938870.0,2332.0125,1438682.9
112500.0,25.5,171.5,34.29,619.4096,220149540.0,4076.5132,2514913.2
112500.0,26.5,171.5,34.29,619.4096,346863700.0,6422.882,3962453.0
112500.0,27.5,171.5,34.29,619.4096,347650600.0,6437.4526,3971442.2
112500.0,28.5,171.5,34.29,619.4096,348451140.0,6452.2764,3980587.2
112500.0,29.5,171.5,34.29,619.4096,121745624.0,2254.366,1390780.5
112500.0,29.5,172.5,34.29,619.4096,227521180.0,4213.014,2599124.5
112500.0,30.5,172.5,34.29,619.4096,350095650.0,6482.728,3999373.8
112500.0,31.5,172.5,34.29,619.4096,350940380.0,6498.3696,4009023.2
112500.0,32.5,172.5,34.29,619.4096,351804380.0,6514.3687,4018893.5
112500.0,33.5,172.5,34.29,619.4096,13291673.0,246.12216,151839.55
112500.0,33.5,173.5,34.29,619.4096,339392500.0,6284.5376,3877104.5
112500.0,34.5,173.5,34.29,619.4096,353583230.0,6547.3076,4039214.8
112500.0,35.5,173.5,34.29,619.4096,354505730.0,6564.389,4049752.8
112500.0,36.5,173.5,34.29,619.4096,154328830.0,2857.71,1763000.0
112500.0,36.5,174.5,34.29,619.4096,201119070.0,3724.1257,2297516.0
112500.0,37.5,174.5,34.29,619.4096,6062697.0,112.26307,69258.19
113500.0,-25.5,158.5,34.5948,592.6171,25690616.0,384.76837,238643.58
113500.0,5.5,166.5,34.5948,592.6171,211698500.0,2914.2563,1811923.0
113500.0,6.5,166.5,34.5948,592.6171,300440400.0,4135.8833,2571463.0
113500.0,6.5,167.5,34.5948,592.6171,60500160.0,832.8495,517819.62
113500.0,7.5,167.5,34.5948,592.6171,361681470.0,4978.9326,3095624.2
113500.0,8.5,167.5,34.5948,592.6171,362427620.0,4989.204,3102010.2
113500.0,9.5,167.5,34.5948,592.6171,363180060.0,4999.5625,3108450.8
113500.0,10.5,167.5,34.5948,592.6171,363938430.0,5010.0024,3114941.5
113500.0,11.5,167.5,34.5948,592.6171,284211300.0,3912.4727,2432558.5
113500.0,11.5,168.5,34.5948,592.6171,80490344.0,1108.0358,688915.2
113500.0,12.5,168.5,34.5948,592.6171,365471000.0,5031.0996,3128058.8
113500.0,13.5,168.5,34.5948,592.6171,366247140.0,5041.784,3134701.8
113500.0,14.5,168.5,34.5948,592.6171,367031300.0,5052.5786,3141413.2
113500.0,15.5,168.5,34.5948,592.6171,367820930.0,5063.4487,3148171.8
113500.0,16.5,168.5,34.5948,592.6171,203470080.0,3679.528,2271232.2
113500.0,16.5,169.5,34.5948,592.6171,166567410.0,3084.3318,1902809.4
113500.0,17.5,169.5,34.5948,592.6171,370921100.0,6868.353,4237276.5
113500.0,18.5,169.5,34.5948,592.6171,371739300.0,6883.504,4246623.5
113500.0,19.5,169.5,34.5948,592.6171,193084110.0,3575.3423,2205727.2
114500.0,-25.5,158.5,34.8996,567.0738,43675844.0,601.24475,373820.66
114500.0,-7.5,164.5,34.8996,567.0738,313462180.0,4315.1426,2682916.2
114500.0,-6.5,164.5,34.8996,567.0738,353181570.0,4861.9224,3022873.8
114500.0,-5.5,164.5,34.8996,567.0738,353871170.0,4871.4155,3028776.0
114500.0,-4.5,164.5,34.8996,567.0738,354565700.0,4880.9766,3034720.5
114500.0,-3.5,164.5,34.8996,567.0738,246277810.0,3390.2778,2107886.8
114500.0,-3.5,165.5,34.8996,567.0738,108987810.0,1500.3339,932824.4
114500.0,-2.5,165.5,34.8996,567.0738,355968480.0,4900.287,3046727.0
114500.0,-1.5,165.5,34.8996,567.0738,356675700.0,4910.023,3052780.0
114500.0,-0.5,165.5,34.8996,567.0738,356754100.0,4911.102,3053451.0
114500.0,0.5,165.5,34.8996,567.0738,356598430.0,4908.959,3052118.5
114500.0,1.5,165.5,34.8996,567.0738,277843230.0,3824.8096,2378054.5
114500.0,1.5,166.5,34.8996,567.0738,79468620.0,1093.9707,680170.3
114500.0,2.5,166.5,34.8996,567.0738,358028830.0,4928.65,3064361.2
114500.0,3.5,166.5,34.8996,567.0738,358750340.0,4938.5825,3070536.8
114500.0,4.5,166.5,34.8996,567.0738,359476480.0,4948.5786,3076751.8
114500.0,5.5,166.5,34.8996,567.0738,148507840.0,2044.3694,1271075.5
115500.0,-25.5,158.5,35.204403,542.71747,80848936.0,1112.9722,691984.4
115500.0,-24.5,158.5,35.204403,542.71747,2368742.2,32.608273,20274.016
115500.0,-24.5,159.5,35.204403,542.71747,413101.5,5.6867843,3535.727
115500.0,-23.5,159.5,35.204403,542.71747,10074319.0,138.68378,86225.89
115500.0,-22.5,159.5,35.204403,542.71747,17819252.0,245.30109,152514.61
115500.0,-21.5,159.5,35.204403,542.71747,9194288.0,126.56921,78693.72
115500.0,-21.5,160.5,35.204403,542.71747,1923719.4,26.482056,16465.074
115500.0,-20.5,160.5,35.204403,542.71747,11511029.0,158.46164,98522.664
115500.0,-19.5,160.5,35.204403,542.71747,12437235.0,171.21185,106450.04
115500.0,-18.5,160.5,35.204403,542.71747,4388626.5,60.414143,37562.164
115500.0,-18.5,161.5,35.204403,542.71747,1853403.2,25.514078,15863.239
115500.0,-17.5,161.5,35.204403,542.71747,8409769.0,115.76948,71979.04
115500.0,-16.5,161.5,35.204403,542.71747,22655820.0,311.88162,193910.7
115500.0,-15.5,161.5,35.204403,542.71747,15398279.0,211.9738,131793.55
115500.0,-15.5,162.5,35.204403,542.71747,7737920.0,106.52075,66228.695
115500.0,-14.5,162.5,35.204403,542.71747,20387570.0,280.65674,174496.8
115500.0,-13.5,162.5,35.204403,542.71747,209472480.0,2883.6128,1792870.6
115500.0,-12.5,162.5,35.204403,542.71747,293060380.0,4034.2898,2508297.8
115500.0,-12.5,163.5,35.204403,542.71747,64820564.0,892.32446,554797.9
115500.0,-11.5,163.5,35.204403,542.71747,357894530.0,4926.8013,3063212.0
115500.0,-10.5,163.5,35.204403,542.71747,472207870.0,6500.447,4041617.5
115500.0,-9.5,163.5,35.204403,542.71747,385475360.0,5306.481,3299275.5
115500.0,-8.5,163.5,35.204403,542.71747,232513580.0,3200.7983,1990078.9
115500.0,-8.5,164.5,35.204403,542.71747,119303624.0,1642.3422,1021117.25
115500.0,-7.5,164.5,35.204403,542.71747,39034548.0,537.35236,334095.9
